Image,brisque,nrqm,pi,nima,paq2piq,cnniqa,dbcnn,musiq-ava,musiq-koniq,musiq-spaq,clipiqa,clipiqa+,tre-koniq,topiq_nr,qalign,topiq_iaa,topiq_iaa_res50,laion_aes,antelopev2,arcface,buffalo,avset,distance,confi,Score
19_voice_en_34936849_iplap,5.527149518,7.643136111,2.989214752,5.139701525,66.36806975,0.526228038,0.478276146,4.28831164,61.32067644,69.34455969,0.55990688,0.630985273,58.65286683,0.436549094,0.225175586,4.275754354,4.376527162,4.955563544,0.940956166,0.96349028,0.943386411,0,3.043943405,1.211949348,3
19_voice_en_34936849_mkittalk,25.30885013,5.165620345,5.378671624,3.847212235,68.75266252,0.456573564,0.467629035,3.443142469,51.99021416,72.91377916,0.628725511,0.50555413,64.88040411,0.44851068,0.051093764,3.23635203,3.580959257,4.935299061,0.768472068,0.814869306,0.766612401,-3,3.557474136,0.65969944,3.4
19_voice_en_34936849_sad,15.59773314,7.476725668,3.719005746,5.967678509,75.16008945,0.438027093,0.541482254,4.43249649,75.87282986,74.63249023,0.550761887,0.647357109,78.95640206,0.540790302,0.36056225,4.406286414,4.385498844,5.252182205,0.769249483,0.843808753,0.788809835,-1,6.975622654,0.946414471,4.6
19_voice_en_34936849_vidtalk,19.29872829,4.640760337,4.990556665,5.278114552,60.06626412,0.339522581,0.335184412,3.739840649,57.01700589,66.06313218,0.39951644,0.554673984,41.52823151,0.340697231,0.205611036,4.299670143,4.390802388,4.643452043,0.688572863,0.784235047,0.704525272,-1,6.501137733,0.908322334,2.3
19_voice_en_34936849_wavlip,8.899451181,7.842056321,3.226926302,4.739149294,64.16181346,0.532886367,0.464335329,4.219940891,44.26451906,60.60648962,0.360024973,0.467481526,52.60958655,0.40974984,0.163326027,4.278611761,4.35325102,4.539870511,0.817217952,0.864320541,0.808068537,-2,7.496177673,0.006701469,2.2
19_voice_en_34936850_ahead,17.123393,6.022440751,5.040484128,4.699925624,74.44761535,0.541841981,0.582109674,3.809072507,65.30699774,70.95305914,0.56441926,0.531159518,81.98984678,0.574897791,0.106317224,3.389619459,3.808752498,4.744243081,0.688346125,0.723054787,0.705111239,0,6.098840714,0.522346497,2.3
19_voice_en_34936850_dinet,6.171678818,7.716137457,2.886813594,5.32255154,67.68973054,0.534995854,0.488260948,4.390546228,69.0189431,71.25173087,0.617453928,0.65786287,62.93673107,0.464543101,0.265468911,4.452011294,4.49318545,5.040048646,0.784497552,0.829646316,0.781700288,-1,4.863622665,0.938331604,3.1
19_voice_en_34936850_dreamtalk,11.85479795,7.001228323,4.826012065,4.366005449,75.19185462,0.616186949,0.619084931,3.921721235,61.35206229,71.6211653,0.655769183,0.538501905,81.40625647,0.554866927,0.173683928,3.462840871,3.882904089,4.892062868,0.587404484,0.641046252,0.557415285,-1,5.572291374,0.727005005,3
19_voice_en_34936850_iplap,5.557999639,7.645374459,2.98706179,5.132809104,66.44900054,0.525133159,0.478358721,4.284882337,61.23800631,69.36841551,0.560310025,0.632867343,58.72120137,0.437021454,0.224762406,4.26570989,4.381383859,4.969567335,0.935521759,0.957878135,0.938840594,0,3.37799263,1.202240944,3.1
19_voice_en_34936850_mkittalk,24.71731168,5.285680396,5.241505128,3.921466912,69.87153252,0.460116625,0.488339587,3.508223898,54.1841037,73.03982802,0.669757207,0.515839495,67.39930615,0.461267954,0.058024162,3.237791516,3.582377767,4.997889515,0.78202174,0.824328694,0.780774072,-2,4.249698639,0.647846222,3.5
19_voice_en_34936850_sad,16.14888184,7.48636545,3.807612643,5.935380914,75.42423946,0.445036626,0.543401181,4.415206217,75.38087184,74.85895888,0.549583197,0.633749742,78.5781804,0.543509167,0.358740769,4.382176395,4.410191451,5.184769917,0.764491541,0.833626756,0.76643229,-1,5.960100174,0.502225876,4.8
19_voice_en_34936850_vidtalk,19.25313109,4.649726562,4.988771146,5.308681105,60.28979277,0.339393611,0.334252258,3.745804741,57.02342812,66.05158811,0.405646032,0.55784745,41.68375283,0.339910714,0.207285681,4.287598444,4.407000445,4.659217291,0.688794879,0.782735991,0.707027866,-2,6.993174553,0.707406044,2.7
19_voice_en_34936850_wavlip,9.119358465,7.839494687,3.231251783,4.728764242,64.36600577,0.52837652,0.461535058,4.211562237,44.16082481,60.58346484,0.349671344,0.458157687,52.24690731,0.4070198,0.165313644,4.271826972,4.353441773,4.546442084,0.817522439,0.858156969,0.810950091,-3,8.091974258,0.375950336,2.2
19_voice_en_34936851_ahead,19.45143287,5.966111394,5.04339854,4.529928128,74.56287435,0.544305031,0.58031802,3.749032474,64.84835687,71.19370731,0.582263696,0.526099138,82.08079256,0.583743387,0.113146243,3.352939886,3.82726266,4.763249441,0.691114854,0.705690845,0.697517803,1,5.038105965,0.055640221,1.8
19_voice_en_34936851_dinet,6.093878889,7.722122413,2.884431282,5.328349857,67.57621719,0.534963438,0.489613964,4.394640045,69.41308034,71.59211304,0.626018282,0.662283036,63.02652153,0.465102433,0.27013266,4.464850786,4.499781384,5.032085988,0.786895893,0.810069874,0.772461887,-1,4.574707031,0.131699562,3.2
19_voice_en_34936851_dreamtalk,10.52546821,6.983046354,4.832962218,4.592811036,75.29589424,0.618955475,0.614991423,3.872545911,60.45755751,71.55092047,0.627995568,0.531725653,81.91534155,0.549943627,0.182212585,3.509830941,3.87971502,4.86119856,0.588472512,0.620868198,0.55827025,0,5.096009254,0.061844826,2.9
19_voice_en_34936851_iplap,5.545488289,7.648449765,2.992949036,5.133631173,66.49837049,0.523587775,0.478304857,4.286987061,61.2424646,69.48380999,0.560235461,0.631612468,58.71518488,0.437296182,0.221124384,4.264775441,4.383474907,4.936158201,0.928717296,0.955406092,0.929830144,0,3.184076309,0.435778618,3.1
19_voice_en_34936851_mkittalk,26.4479941,5.006508373,5.459701465,3.726727715,68.65201522,0.442101771,0.461596653,3.423080012,52.85601855,72.89609746,0.625677282,0.501935117,62.51274194,0.438883786,0.042478236,3.184866571,3.551566348,5.008074894,0.765843449,0.812933311,0.760401775,-3,3.295220375,0.85770607,2.7
19_voice_en_34936851_sad,16.72444974,7.343347036,3.805765579,5.865735985,75.45458314,0.4319698,0.535478283,4.476205713,75.26533498,74.45389416,0.540711896,0.630987092,78.52177643,0.538440679,0.347651929,4.365285246,4.384612728,5.216867568,0.768539733,0.837679855,0.778711486,0,5.7894907,0.076388359,4.6
19_voice_en_34936851_vidtalk,19.32899793,4.652904724,4.977552715,5.25056644,60.45757497,0.340512424,0.335453025,3.757739253,57.11267488,66.10641437,0.407925187,0.558763936,41.89196677,0.338971428,0.214781302,4.301630025,4.432894815,4.63427437,0.691084819,0.777598543,0.717359355,-1,5.535803795,0.335580826,2.2
19_voice_en_34936851_wavlip,8.827307077,7.836262708,3.23805369,4.731014357,64.06899246,0.535122187,0.462466021,4.230395905,44.8031241,60.4149933,0.357670303,0.464550385,52.42419783,0.411132706,0.172529825,4.294346439,4.344425923,4.579105295,0.825931079,0.850300602,0.814886592,-3,7.367862225,0.937309742,2.3
19_voice_en_34936852_ahead,17.88365536,5.921698805,5.122093057,4.540150811,74.45300557,0.544537597,0.582477521,3.794620697,64.17312224,71.09718562,0.595437779,0.541702145,80.95571043,0.566051198,0.116532455,3.395664744,3.765563384,4.765384043,0.680641057,0.702278706,0.692308869,1,6.084825993,0.818342686,1.4
19_voice_en_34936852_dinet,6.373021977,7.717805163,2.909520509,5.333956961,67.43873648,0.535707906,0.48776589,4.403273589,69.5161882,71.60382804,0.623012739,0.661482013,62.89208161,0.463996175,0.268441113,4.463642378,4.488669444,5.065481728,0.778584033,0.818333524,0.776154437,-1,3.667710304,0.656636238,3.2
19_voice_en_34936852_dreamtalk,11.58245956,7.027890546,5.011376003,4.599241678,75.33194244,0.635544525,0.619444738,3.867898548,60.27416294,71.54437968,0.630592997,0.524442451,82.24988119,0.56542044,0.159261531,3.459840603,3.905241847,4.879417614,0.576013102,0.613976384,0.548582146,-1,4.28037262,0.412089348,3.2
19_voice_en_34936852_iplap,5.828132393,7.64424266,3.008194253,5.146715296,66.32654382,0.525570256,0.47621619,4.283559844,61.12254173,69.217723,0.556037917,0.630790342,58.51042603,0.436318743,0.22266038,4.263049223,4.378011821,4.960166907,0.929495545,0.957200801,0.935277822,0,2.885205269,0.783387184,2.6
19_voice_en_34936852_mkittalk,26.20643139,4.929976017,5.638365764,3.739014526,68.32103718,0.444979852,0.454151253,3.471899061,52.81857866,72.07269393,0.577887784,0.487225211,63.94464958,0.439938507,0.045102362,3.162892415,3.546418793,4.892293947,0.751059528,0.792854472,0.750228089,-3,3.906964302,1.48822403,2.4
19_voice_en_34936852_sad,15.3623983,7.403682451,3.76632162,5.994415463,75.43598119,0.415167247,0.540964943,4.438340205,75.43871821,74.64716519,0.553612571,0.643936315,78.59933522,0.547471905,0.346610585,4.342228796,4.404720608,5.188381895,0.7775006,0.839930794,0.789149274,0,6.389023304,0.494606495,4.2
19_voice_en_34936852_vidtalk,19.18174634,4.644552446,4.979257117,5.310992046,60.36838587,0.332339285,0.335505295,3.750431372,57.12214587,66.02567061,0.407493439,0.557449493,42.10539825,0.341261233,0.212810307,4.305836498,4.41070723,4.602053687,0.694155228,0.777187195,0.724978215,-1,6.026863575,0.834537983,2.9
19_voice_en_34936852_wavlip,8.59822709,7.845437733,3.219907085,4.725987657,64.17277254,0.527377367,0.463123497,4.222238569,43.7608512,60.04251015,0.352440221,0.46263721,52.59912756,0.408317591,0.158892275,4.265539407,4.347616618,4.502766093,0.809247685,0.835461486,0.801464518,-2,7.424603939,0.546887875,2
2_voice_en_34926969_ahead,39.31989026,4.546853424,6.236085177,4.196123885,77.39779436,0.491313763,0.509164212,3.599263115,47.04579403,59.58200629,0.452328031,0.60470241,71.86770211,0.550432089,0.063329285,3.520132817,3.63737308,4.589477143,0.795786502,0.822135407,0.787657507,1,5.793374538,0.901602268,2.8
2_voice_en_34926969_dinet,37.16662256,4.913566266,4.55999353,5.581457779,64.04149833,0.542817287,0.39923495,4.127862298,55.99300871,68.79851098,0.524128465,0.592651318,41.70265572,0.39747221,0.189158764,4.342796797,4.535789519,4.888861081,0.689660837,0.780738407,0.664873066,-1,5.583525658,0.734864235,2.7
2_voice_en_34926969_dreamtalk,29.54106294,5.345772734,6.406647011,4.683879826,77.05787091,0.618734083,0.569430365,3.91397829,57.00206834,61.99265277,0.518634195,0.582332411,75.90551005,0.583771719,0.221771057,3.986959953,3.963112558,4.605843489,0.721205439,0.779172778,0.701925245,-1,6.25391531,0.995389462,2.7
2_voice_en_34926969_iplap,39.14158538,4.513307402,4.640300968,5.384478244,58.84290736,0.539907751,0.381211202,4.167678681,54.32294516,67.85979128,0.493169904,0.560368259,36.30310013,0.357762157,0.168150034,4.104304874,4.420872941,5.008761033,0.962498242,0.970808791,0.96098338,0,0.581930161,6.863414764,1.3
2_voice_en_34926969_mkittalk,39.63451032,4.458035623,6.373567497,3.814522722,74.89463541,0.407977462,0.394703554,3.371543939,44.55106514,58.34556869,0.563415363,0.5386444,60.40686114,0.521555686,0.057446692,3.530837461,3.666612194,4.503643536,0.847852633,0.852985504,0.839107276,-2,2.970874786,0.811207771,3.2
2_voice_en_34926969_sad,41.04386189,5.23473114,5.584923809,5.87167308,76.87624261,0.429990808,0.50532298,4.300259703,69.04062953,70.25822865,0.418884776,0.661025275,73.92828391,0.563211771,0.342865642,4.329423288,4.792259994,5.165590762,0.825078869,0.888242731,0.821178636,-1,3.107760429,0.741103172,4.2
2_voice_en_34926969_vidtalk,47.16902592,3.003653679,6.0764765,5.369243243,48.30386796,0.33381646,0.274603349,3.788570295,46.35925102,63.29074515,0.423864946,0.521655213,22.02719622,0.29860549,0.133158612,3.981933974,4.363738601,4.850984978,0.800260806,0.877694574,0.806936907,-1,5.954478741,0.043474674,2.9
2_voice_en_34926969_wavlip,46.45647965,4.906574171,4.762355598,4.98498374,55.21073508,0.568806058,0.365314536,4.207151135,47.90773872,61.552524,0.34827112,0.431777738,27.74604823,0.312419167,0.163363261,3.835454198,4.452972249,4.85001613,0.870242802,0.921385438,0.849885938,-2,7.265301228,0.824156284,1.6
2_voice_en_34926970_ahead,37.8807231,4.524361625,6.117188429,4.242049656,77.82367255,0.492295517,0.505817993,3.518794858,45.74547029,58.41106786,0.43860996,0.575386271,71.61106319,0.54422379,0.071060298,3.418848481,3.665588889,4.667069185,0.792172405,0.813654149,0.778866861,0,6.254556656,0.074934959,2.7
2_voice_en_34926970_dinet,37.37288745,4.926463965,4.560599499,5.575008841,64.01176038,0.544624363,0.399790011,4.115721627,56.10886342,68.78258361,0.523801834,0.593408902,41.59686749,0.397189682,0.193412215,4.315567131,4.534177309,4.8963139,0.706464355,0.782834482,0.675066627,-1,5.29841423,0.226822853,2.3
2_voice_en_34926970_dreamtalk,29.26991819,5.346781071,6.310364793,4.699499901,77.14934873,0.621052238,0.574557812,3.897678397,56.28053778,61.7274191,0.523200214,0.576856574,76.10316819,0.586883193,0.210084956,3.985326921,3.9707186,4.675721958,0.726040901,0.787329616,0.700409194,-1,3.542517662,0.256375313,2.8
2_voice_en_34926970_iplap,38.91799578,4.522783345,4.639251428,5.38152918,58.74509197,0.539673098,0.381235704,4.168619856,54.31014955,67.85212021,0.48548098,0.558836773,36.22048861,0.356719997,0.16997963,4.101286574,4.433195305,5.008480629,0.960733149,0.970334453,0.96110225,0,0.427185059,6.691720963,0.8
2_voice_en_34926970_mkittalk,39.27127721,4.397168152,6.322519246,3.997333824,75.30729919,0.432961717,0.39876676,3.426611375,44.24877598,58.86451961,0.549788818,0.542350329,60.93865895,0.520742235,0.060838076,3.496324195,3.733105476,4.444016074,0.85095339,0.859856491,0.843229274,-3,2.963508606,0.558683395,2.8
2_voice_en_34926970_sad,40.61879062,5.014383387,5.507559188,5.936272144,76.78356084,0.436287969,0.493321453,4.295098167,68.65330098,69.70487778,0.41387405,0.654993541,73.2339927,0.558443315,0.323891037,4.28485701,4.741515473,5.275574163,0.817138812,0.891547321,0.826030013,0,2.97280407,0.844923973,4.3
2_voice_en_34926970_vidtalk,47.12077817,3.066059898,6.067052408,5.379227983,48.32711267,0.328560498,0.274929964,3.785684335,46.27608426,63.25981525,0.419563621,0.521549914,22.11802582,0.298007921,0.136728079,3.985751826,4.35369878,4.819852063,0.802165745,0.877794933,0.808260553,-2,5.852057934,0.231492519,2.7
2_voice_en_34926970_wavlip,46.08747537,4.897217346,4.741652796,4.966449647,55.25779902,0.568862178,0.362294297,4.196346391,47.26881273,61.18840184,0.343688943,0.429078803,27.41004648,0.309587138,0.157525409,3.841319395,4.450478452,4.784498189,0.854940447,0.906428311,0.839534066,-2,6.734558582,0.634174824,2.6
2_voice_en_34926971_ahead,37.65250558,4.51618443,5.999433133,4.203434447,77.51835506,0.517400952,0.518302408,3.536109663,44.49865455,60.62625652,0.442434616,0.573070836,73.10386569,0.5571345,0.068848536,3.397779176,3.64730421,4.661215029,0.805464595,0.829305913,0.780778242,1,5.361809731,0.389678001,3.1
2_voice_en_34926971_dinet,37.88052751,4.901470466,4.615789874,5.582108762,63.88088333,0.544680365,0.396140716,4.118250941,55.73706699,68.87729481,0.514814838,0.586685559,41.34732585,0.394202818,0.194407316,4.353957907,4.527165521,4.895067459,0.678939648,0.780612989,0.652634837,-1,5.198180199,0.569387436,2.1
2_voice_en_34926971_dreamtalk,27.82116846,5.50013325,6.328604463,4.786246367,77.14689456,0.620794588,0.584247345,3.943880323,57.58211343,61.51395325,0.535096441,0.593719383,75.88812712,0.598111636,0.222447764,4.018846078,4.047083309,4.6642405,0.71362861,0.766339682,0.697067182,-1,4.404158592,0.139060974,2.2
2_voice_en_34926971_iplap,39.7635329,4.459184904,4.680273903,5.37425464,58.37690117,0.537860856,0.378727425,4.160866346,54.18991142,67.90530045,0.483948116,0.55478299,35.72471417,0.355155681,0.166255909,4.102357974,4.419712724,4.995988098,0.956643745,0.963861122,0.955741155,0,0.547796249,6.965690613,1.4
2_voice_en_34926971_mkittalk,37.47021208,4.525429491,6.200697653,3.971509998,75.68553338,0.412533271,0.422160799,3.449169113,47.38548749,60.0185599,0.606441894,0.559069677,63.08897874,0.527565128,0.068051211,3.544474453,3.718649644,4.520258855,0.853944369,0.855924269,0.839663235,-2,1.924890518,1.429297447,3
2_voice_en_34926971_sad,38.14948128,5.030723083,5.534320478,5.926161313,76.78540616,0.441739044,0.495311113,4.298333177,68.05719054,69.95229157,0.413850592,0.654276953,73.2374391,0.559320652,0.343526014,4.279489771,4.757275541,5.080392154,0.824122321,0.883477855,0.823936439,0,2.706091881,0.603943825,3.5
2_voice_en_34926971_vidtalk,47.26996752,3.090583534,6.066823082,5.377742349,48.35212891,0.341746046,0.27524774,3.768122717,46.39831491,63.23781615,0.422919564,0.523135759,22.17819542,0.2940053,0.142054192,3.998531595,4.390952831,4.921065041,0.799959511,0.85999297,0.785906722,-1,5.821193218,0.776196957,2.2
2_voice_en_34926971_wavlip,45.98143717,4.887258808,4.748717487,5.009029116,55.15548221,0.570134845,0.36377536,4.202268134,47.42126316,61.39137151,0.347374902,0.433447414,27.24253242,0.309483655,0.163937908,3.845852521,4.45644392,4.82102617,0.851590007,0.892822527,0.843523533,-2,7.521384239,0.752820015,2.3
2_voice_en_34926973_ahead,37.72609467,4.623510666,6.192767343,4.244695905,77.72595924,0.495839539,0.517072104,3.649065067,47.5550112,60.91662648,0.453055872,0.586324111,72.43711961,0.560846255,0.076178882,3.427462265,3.650630217,4.596246114,0.810735124,0.840612284,0.791284971,0,5.497828484,0.526736259,2.8
2_voice_en_34926973_dinet,38.22903931,4.866050826,4.615210191,5.568729232,63.81836975,0.542936464,0.39691579,4.116887335,55.68649006,68.75565286,0.51667223,0.591843883,41.2798251,0.394682936,0.187497309,4.335626391,4.536508826,4.89872051,0.691795062,0.784782164,0.66505454,-1,5.545864105,0.733494759,2.5
2_voice_en_34926973_dreamtalk,29.03602663,5.373074636,6.328450621,4.671196227,76.86004265,0.613720078,0.568385781,3.886558475,56.65350108,62.0907523,0.530069817,0.589608946,75.15247236,0.579345661,0.226233705,3.95022085,3.949423959,4.659798494,0.730685868,0.779406898,0.713955321,-1,3.434372902,0.674284935,3.2
2_voice_en_34926973_iplap,39.67114288,4.447327371,4.685076173,5.385901354,58.50388055,0.538044539,0.378887368,4.155499523,54.14139306,67.8185376,0.48093282,0.55700502,35.57271307,0.353309408,0.16782032,4.098505687,4.427141003,5.009001951,0.96189629,0.970582772,0.961345509,0,1.2653265,5.418698311,1.7
2_voice_en_34926973_mkittalk,37.13436826,4.573746072,6.279694059,4.236446849,76.27500661,0.440527794,0.453668892,3.552320059,48.35759748,60.72159538,0.612516264,0.576476726,65.73379793,0.555069116,0.079848834,3.665376178,3.774022479,4.542427913,0.847779853,0.854593888,0.8438213,-3,3.516267776,0.68392849,3.1
2_voice_en_34926973_sad,37.90308964,5.001166919,5.657850777,5.92460819,76.37351751,0.447294164,0.503346178,4.297136995,68.15508922,69.69053256,0.406600497,0.653308571,73.75309434,0.560371385,0.341735529,4.353117367,4.756631225,5.070394277,0.835008963,0.895597635,0.841473601,-1,3.114015579,0.065620422,3.5
2_voice_en_34926973_vidtalk,47.46585545,3.072565585,6.065709175,5.371875965,48.04529519,0.335941809,0.275108726,3.774069925,46.28412675,63.27509144,0.424013848,0.52335673,22.0007559,0.296296871,0.13178497,3.984031797,4.373058983,4.813426403,0.806809989,0.882390176,0.813601427,-1,5.920084,0.433944702,2.2
2_voice_en_34926973_wavlip,46.24106839,4.88480061,4.759805198,4.972392457,55.27439366,0.566625612,0.360356944,4.191803482,47.20313156,61.57676241,0.345120769,0.42600921,27.28060755,0.309973965,0.155475134,3.836568111,4.443797338,4.823809977,0.858126842,0.918076667,0.847911781,-2,6.221541405,0.071367264,2.1
2_voice_en_34926975_ahead,38.76553996,4.544607098,6.046573516,4.200124995,77.97901204,0.479840892,0.502541881,3.564606084,46.72477793,59.648672,0.43265714,0.54698586,72.91390917,0.553658538,0.061831373,3.465048447,3.638042585,4.576074364,0.81327354,0.837425144,0.796208009,0,4.116695404,0.416615486,3.4
2_voice_en_34926975_dinet,38.64036815,4.872540582,4.669372904,5.571635541,63.57308176,0.542528567,0.39430471,4.083474018,55.72084233,68.49927371,0.517131707,0.589276294,40.5800804,0.393779282,0.1845876,4.307211253,4.540706303,4.884600839,0.708764572,0.790469727,0.677329808,-1,4.271296501,0.035814285,2.4
2_voice_en_34926975_dreamtalk,27.21997789,5.685349936,6.004909846,4.798449222,77.56252915,0.617427449,0.599636954,3.89100007,57.98523083,62.15839969,0.569134589,0.61486795,78.39825358,0.604324044,0.221325643,3.889392813,4.020616135,4.633492865,0.725586139,0.778890016,0.719341895,-1,3.516677856,0.771242142,2.8
2_voice_en_34926975_iplap,39.88968622,4.404652669,4.712220385,5.363909797,58.22588878,0.537215571,0.377161692,4.144597184,54.05524147,67.76315165,0.489205487,0.5568816,35.44618481,0.354374078,0.160170149,4.092952994,4.403086063,4.97311297,0.95750936,0.966063402,0.955386546,5,0.635965347,5.901723862,0.7
2_voice_en_34926975_mkittalk,34.99829876,4.684679749,5.983366902,4.172410008,76.40179168,0.439936293,0.479614315,3.517673595,48.49501451,60.57219317,0.612206354,0.564749113,66.79883732,0.560778723,0.068741941,3.650852144,3.682841016,4.506939286,0.866452657,0.868912705,0.855598423,1,0.78722477,1.370146751,2.8
2_voice_en_34926975_sad,43.96700711,5.043601879,5.590529306,5.77108714,76.47960512,0.448445982,0.493327841,4.20584168,68.46825489,70.03116221,0.411012896,0.64281256,73.28689378,0.558607479,0.301849746,4.289236543,4.676751417,5.071352804,0.818691395,0.884235852,0.808300723,0,2.7296772,0.196643829,3.2
2_voice_en_34926975_vidtalk,48.15950338,3.051678839,6.111713499,5.357426285,47.79586063,0.3364171,0.275073846,3.777349873,46.6947127,63.09032949,0.42064154,0.523609373,21.79383757,0.292834235,0.131260529,3.952673122,4.365244432,4.797092233,0.80783575,0.88605595,0.816841678,-2,4.762846947,0.467360497,2.6
2_voice_en_34926975_wavlip,47.24690328,4.825703934,4.810090185,4.974132064,54.86795207,0.568692289,0.359585045,4.175787272,47.17781498,61.31910164,0.346960926,0.428916531,26.47678037,0.309221365,0.153571228,3.82396341,4.441876288,4.782104321,0.852541709,0.905287075,0.829374291,-2,5.987050533,0.082973957,2.1
20_voice_en_34935134_ahead,28.64108422,4.68123633,5.69800717,3.773975796,73.90474895,0.585157914,0.503574563,3.665777063,52.64237268,63.69835614,0.573606107,0.673094282,77.5530975,0.552503536,0.179444942,3.487240361,3.724681563,4.565311019,0.691967199,0.64929364,0.643459515,1,3.377818108,0.44111824,2.9
20_voice_en_34935134_dinet,11.31485867,6.470200245,3.425363417,5.417268226,62.18688862,0.525365696,0.450126135,4.348268948,63.43859284,65.40983699,0.581000526,0.639519921,45.42724498,0.405295265,0.292756749,4.477819966,4.608156317,4.673361452,0.700933645,0.780504459,0.701921708,-1,3.053328514,0.863778114,3.4
20_voice_en_34935134_dreamtalk,12.79301733,7.541640808,3.501052705,4.41946407,76.37074534,0.689238286,0.615616229,4.026601301,66.54058039,64.91377077,0.684215464,0.673211675,85.75642412,0.621099883,0.244600878,3.624006905,4.15500985,4.991323385,0.635109942,0.642655694,0.632296072,-1,3.203769684,0.427749634,2.9
20_voice_en_34935134_iplap,12.47983378,6.03258119,3.596383645,4.974794725,59.18376914,0.51962413,0.417641501,4.302989218,52.95562954,63.09792466,0.542026155,0.594166287,40.23809749,0.38337385,0.239821089,4.127926503,4.559557906,4.792259233,0.960101948,0.953637526,0.950261275,0,2.181617737,1.909378052,2.2
20_voice_en_34935134_mkittalk,16.12654195,5.064197685,5.309480401,3.873470869,70.88802535,0.421854279,0.436161513,3.567241041,49.81520483,58.25052989,0.555166102,0.660824676,66.78448194,0.45481443,0.145716392,3.329797985,3.35557522,4.632343963,0.781791792,0.854432328,0.800098667,-2,1.615276337,1.261147499,2.8
20_voice_en_34935134_sad,10.74139785,6.412125946,4.284443424,5.489029439,76.16368496,0.502548871,0.518363668,4.421349659,72.37022122,69.86723416,0.475437726,0.67798449,75.34713392,0.517915989,0.367765628,4.452347148,4.449141065,5.124408024,0.845863538,0.873132738,0.848967862,0,3.425197601,0.804480553,4.7
20_voice_en_34935134_vidtalk,24.98742221,3.227752175,5.355249178,4.912338971,55.23877322,0.347168254,0.305836178,3.976842253,55.16264582,56.52970463,0.440175095,0.545783759,24.85825004,0.287660627,0.164607464,4.001101735,4.284032388,4.712104653,0.775692032,0.80848672,0.75083202,-1,5.116993904,0.622966766,2.4
20_voice_en_34935134_wavlip,24.56156662,6.026381851,4.043122568,4.189961204,56.50408531,0.668465775,0.423672757,4.267014667,43.49480152,56.73199669,0.370821822,0.450408734,36.72267678,0.3748903,0.150659025,3.697053546,4.441967722,4.227438823,0.873162783,0.878617402,0.843741,-2,5.572401524,0.106622219,1.8
20_voice_en_34935136_ahead,26.78941943,4.788762458,5.879742688,3.814214246,74.69331347,0.539894856,0.523349997,3.668792346,53.81221576,63.17984995,0.571871938,0.688248133,77.49062287,0.543538863,0.176110948,3.431111797,3.737706854,4.743932205,0.722753453,0.671729353,0.691764804,1,4.547966003,0.675483704,1.6
20_voice_en_34935136_dinet,9.96812907,6.598671596,3.32865493,5.42657644,62.42206369,0.526638738,0.452696508,4.362606711,63.62306829,65.65685145,0.571687613,0.63741764,46.06458751,0.409809456,0.296646007,4.501277285,4.61690861,4.691215765,0.72150922,0.790811676,0.715150258,-1,4.900870323,0.171780586,3.6
20_voice_en_34935136_dreamtalk,15.19783323,7.432717028,3.802415244,4.268183474,75.83399798,0.690930911,0.594997048,4.008142255,64.08280856,63.00100442,0.628863353,0.660401781,82.95161628,0.60325186,0.23859099,3.606418735,4.138014359,4.953788776,0.601172361,0.634453771,0.598437378,-1,4.666447639,0.200233459,2.3
20_voice_en_34935136_iplap,11.57602548,6.20220608,3.495755464,4.991116912,59.35380376,0.520553928,0.423475524,4.327693456,53.13789463,63.15308755,0.544250491,0.598764248,41.15326529,0.389163021,0.243676352,4.170519733,4.574743027,4.813767526,0.965623907,0.955435076,0.957023375,0,2.468590736,3.940915108,2.1
20_voice_en_34935136_mkittalk,16.25538452,5.05411243,5.348785497,3.863163203,70.09088783,0.438639297,0.42499759,3.508997065,50.98666802,58.68269744,0.59808822,0.66694708,66.68831395,0.437632155,0.131481156,3.26593029,3.316206829,4.684762023,0.802007869,0.853459576,0.817523129,-3,2.913798332,1.270769119,2.5
20_voice_en_34935136_sad,11.83788925,6.319969893,4.345209584,5.521924726,75.86166677,0.506094153,0.514101097,4.432671817,72.32640554,69.83131079,0.47643021,0.686413583,75.25784406,0.517897024,0.360460017,4.450501235,4.469108659,5.09030888,0.85723494,0.884361857,0.859082858,0,4.034301758,0.758313179,4.8
20_voice_en_34935136_vidtalk,24.36151698,3.236080981,5.345646598,4.913904469,55.19654166,0.350192758,0.302610253,3.979785268,54.39823034,56.57723722,0.430038339,0.543585429,24.85228108,0.290059223,0.159737815,3.997255797,4.285038763,4.763782203,0.760928741,0.803165811,0.735421278,-2,7.184376717,0.763038635,2.4
20_voice_en_34935136_wavlip,24.38964991,6.085562302,4.043438979,4.17072827,56.54130676,0.670065412,0.428280461,4.261079254,43.65915826,57.07164484,0.363027216,0.449620247,37.19805498,0.376437427,0.148642505,3.688474091,4.44629966,4.27404686,0.877210448,0.881506239,0.848981299,-2,6.969624043,0.54779768,2.1
20_voice_en_34935165_ahead,28.61358578,4.743382752,5.950652589,3.752167989,73.50580901,0.538710262,0.514643323,3.615825978,53.22809766,61.42398587,0.569034078,0.692604981,76.57925416,0.537079325,0.169806045,3.385191535,3.661620051,4.75235103,0.704244723,0.652393796,0.667402817,0,3.02997303,1.133268356,1.8
